COFs,b'pore_diameter_\xc3\x85',b'void_fraction',b'surface_area_m\xc2\xb2g\xe2\x81\xbb\xc2\xb9',b'crystal_density',b'B',b'O',b'C',b'H',b'Si',b'N',b'S',b'P',b'halogens',b'metals',gcmc_y,henry_y
b'17156N2_ddec.cif',6.10684,0.39562,4922.72,878.3513871735952,0.0,0.07142857142857142,0.45535714285714285,0.4375,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,6.567577932965412,6.721444127650265
b'17160N3_ddec.cif',21.79419,0.89194,5402.48,166.70867062710226,0.0,0.0,0.5793650793650794,0.3492063492063492,0.0,0.06349206349206349,0.0,0.0,0.0,0.007936507936507936,1.797752858600846,1.7942868968651118
b'17161N3_ddec.cif',16.61482,0.78412,5324.86,333.2038401842121,0.0,0.0,0.5793650793650794,0.3492063492063492,0.0,0.06349206349206349,0.0,0.0,0.0,0.007936507936507936,2.907298832368421,2.9078704512652256
b'17162N3_ddec.cif',21.68941,0.89342,5781.89,154.8207280711448,0.0,0.0,0.5905511811023622,0.36220472440944884,0.0,0.047244094488188976,0.0,0.0,0.0,0.0,1.8067344687521913,1.800823688334833
b'17163N3_ddec.cif',16.47075,0.7837,5704.53,311.5391702431505,0.0,0.0,0.5905511811023622,0.36220472440944884,0.0,0.047244094488188976,0.0,0.0,0.0,0.0,2.941828027260954,2.9289896805847477
b'17170N2_ddec.cif',11.17048,0.50384,3899.74,748.7314222867451,0.0,0.017241379310344827,0.5689655172413793,0.3620689655172414,0.0,0.05172413793103448,0.0,0.0,0.0,0.0,4.333157027165709,4.227914225366716
b'17180N2_ddec.cif',12.21412,0.5936,3976.78,615.1009925595558,0.0,0.022727272727272728,0.5227272727272727,0.36363636363636365,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,3.5682838117207836,3.55082658251565
b'17181N2_ddec.cif',19.19355,0.64356,4111.64,571.8424144817448,0.0,0.1,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,4.3399347335098915,4.312077769240959
b'17190N2_ddec.cif',17.55318,0.63524,4701.97,530.3245395952246,0.0,0.0,0.569620253164557,0.379746835443038,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,3.1279347321188604,3.1031766155898346
b'17191N2_ddec.cif',15.58448,0.59722,4359.04,592.4220875223277,0.0,0.0,0.5492957746478874,0.38028169014084506,0.0,0.07042253521126761,0.0,0.0,0.0,0.0,3.3093086488270504,3.2862027197743062
b'17210N2_ddec.cif',16.96215,0.6136,4001.9,599.2670249493348,0.0,0.037037037037037035,0.5925925925925926,0.2962962962962963,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,3.106553858705837,3.1011976068228946
b'17220N2_ddec.cif',17.98498,0.61382,4357.95,573.6597420283103,0.0,0.03125,0.46875,0.4375,0.0,0.03125,0.03125,0.0,0.0,0.0,4.495091591872225,4.53184372324959
b'17230N2_ddec.cif',10.52532,0.48724,4587.58,755.6749688972719,0.0,0.0,0.559322033898305,0.3728813559322034,0.0,0.06779661016949153,0.0,0.0,0.0,0.0,5.2485066156570035,5.456942389125395
b'17240N3_ddec.cif',23.5809,0.6932,4660.85,434.18324882162983,0.0,0.0,0.56,0.4,0.0,0.04,0.0,0.0,0.0,0.0,3.4295984423383734,3.415604906727596
b'17250N2_ddec.cif',20.00273,0.665,4098.34,507.86255048813393,0.0,0.0,0.5333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,2.917267528486327,2.9124004469416396
b'18010N3_ddec.cif',3.82355,0.2336,4575.19,1124.4749561265432,0.0,0.03508771929824561,0.5263157894736842,0.40350877192982454,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.7202110277151901,0.6837883369606389
b'18011N3_ddec.cif',4.75602,0.33894,4504.49,1004.4076267610927,0.0,0.06779661016949153,0.5084745762711864,0.3898305084745763,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,10.01184795799001,14.330248694141225
b'18023N3_ddec.cif',11.43287,0.58258,5349.99,588.8756925973487,0.0,0.0,0.5319148936170213,0.425531914893617,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,4.617769914023125,4.66576526908553
b'18030N2_ddec.cif',7.50136,0.47864,4900.2,748.7636388912958,0.0,0.0,0.5833333333333334,0.375,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,6.454566145349236,6.121101089139607
b'18031N2_ddec.cif',13.82111,0.58224,5060.92,601.9714972994187,0.0,0.02666666666666667,0.5733333333333334,0.37333333333333335,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,5.824343606837259,6.238602685365959
b'18032N2_ddec.cif',14.58736,0.5278,4751.67,671.4640600910515,0.0,0.0,0.5774647887323944,0.39436619718309857,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,8.548283429200348,10.61934754229193
b'18033N2_ddec.cif',15.63321,0.59242,5157.44,580.5669793321133,0.0,0.0,0.5466666666666666,0.4,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,6.201239582844607,6.763994217697254
b'18040N3_ddec.cif',7.23596,0.4502,4538.36,821.1973290911918,0.0,0.041237113402061855,0.5463917525773195,0.3711340206185567,0.0,0.041237113402061855,0.0,0.0,0.0,0.0,7.161280935926,7.261052425446509
b'18041N3_ddec.cif',5.23077,0.2561,4045.74,1143.1885801922379,0.0,0.11347517730496454,0.48936170212765956,0.36879432624113473,0.0,0.028368794326241134,0.0,0.0,0.0,0.0,7.047717078376998,7.1165552125060225
b'18060N2_ddec.cif',15.08532,0.54886,4919.09,655.4638097064918,0.0,0.08,0.4,0.44,0.0,0.08,0.0,0.0,0.0,0.0,3.568891766435429,3.5673670909843938
b'18061N2_ddec.cif',15.36874,0.52726,4344.39,711.9684026004619,0.0,0.08695652173913043,0.43478260869565216,0.391304347826087,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,2.940777397229176,2.9288981788761705
b'18070N2_ddec.cif',17.07801,0.50362,4815.1,725.5701073766579,0.0,0.045454545454545456,0.5227272727272727,0.38636363636363635,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,6.550119775761838,6.69677459749024
b'18080N2_ddec.cif',20.84428,0.703,4910.64,461.64023211802635,0.0,0.0,0.5714285714285714,0.34285714285714286,0.0,0.0761904761904762,0.0,0.0,0.0,0.009523809523809525,2.7786453910310773,2.7810817372093553
b'18083N2_ddec.cif',16.82653,0.62646,4574.72,589.881329720691,0.0,0.03305785123966942,0.5289256198347108,0.36363636363636365,0.0,0.06611570247933884,0.0,0.0,0.0,0.008264462809917356,3.6751321134050934,3.6768404293740744
b'18090N2_ddec.cif',24.79285,0.71448,4184.98,435.0851579079124,0.030303030303030304,0.06060606060606061,0.6060606060606061,0.30303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,2.8553712868908763,2.852812303500755
b'18100N2_ddec.cif',27.7321,0.74586,4516.58,382.2560820057458,0.0,0.05263157894736842,0.5789473684210527,0.3157894736842105,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,2.6199321239373794,2.609578654270842
b'18101N2_ddec.cif',23.42106,0.7018,4381.66,451.62844238371906,0.0,0.05555555555555555,0.5555555555555556,0.3333333333333333,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,2.6921868568245473,2.6809725540327216
b'18110N2_ddec.cif',18.71444,0.64256,4676.01,525.3291353551758,0.0,0.0,0.5957446808510638,0.3617021276595745,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,3.6357319487285644,3.6483298385545235
b'18111N2_ddec.cif',17.77507,0.60932,3924.69,635.4177364755936,0.0,0.0,0.6222222222222222,0.28888888888888886,0.0,0.044444444444444446,0.044444444444444446,0.0,0.0,0.0,4.1685963900813,4.239684428566454
b'18112N2_ddec.cif',17.45576,0.6075,4048.44,624.4319564076357,0.0,0.044444444444444446,0.6222222222222222,0.28888888888888886,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,3.955240545390655,3.9779078829944488
b'18120N3_ddec.cif',3.93108,0.21074,4200.92,1132.0583162607907,0.0,0.0,0.5555555555555556,0.3888888888888889,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,2.9106750650702327,3.1046007025218136
b'18121N3_ddec.cif',6.24203,0.31902,3976.73,992.754995636291,0.0,0.0,0.5698924731182796,0.3870967741935484,0.0,0.043010752688172046,0.0,0.0,0.0,0.0,10.58493713274068,10.776872325769247
b'18122N3_ddec.cif',7.34862,0.35794,3740.95,939.6951050652052,0.0,0.0,0.5752212389380531,0.3893805309734513,0.0,0.035398230088495575,0.0,0.0,0.0,0.0,7.625439961275218,7.290319814824373
b'18130N3_ddec.cif',8.60374,0.48408,4855.26,741.4415258151589,0.0,0.0,0.5616438356164384,0.3835616438356164,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,6.152556607516783,5.777068371226432
b'18131N3_ddec.cif',4.1723,0.2399,3931.88,1119.5456919113333,0.0,0.0,0.5616438356164384,0.3835616438356164,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,5.854150408932505,5.611313791819796
b'18133N3_ddec.cif',9.33373,0.59038,4902.4,601.1763010925637,0.0,0.0,0.5638297872340425,0.3829787234042553,0.010638297872340425,0.0425531914893617,0.0,0.0,0.0,0.0,4.164884898011824,4.12736446100764
b'18134N3_ddec.cif',12.64216,0.59964,5217.8,581.3348246868374,0.0,0.0,0.5677966101694916,0.3644067796610169,0.0,0.06779661016949153,0.0,0.0,0.0,0.0,4.457177320576025,4.499642873379518
b'18140N2_ddec.cif',18.06284,0.6958,5560.24,425.61315943434204,0.0,0.0,0.5454545454545454,0.4090909090909091,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,3.014969720579996,2.9758822937406935
b'18141N2_ddec.cif',19.67816,0.65294,4839.96,494.20689240455437,0.0,0.0,0.5625,0.40625,0.0,0.03125,0.0,0.0,0.0,0.0,3.0193990490489044,2.9937980278063834
b'18142N3_ddec.cif',31.01001,0.89898,6131.43,139.3617631083489,0.0,0.0,0.5664335664335665,0.3776223776223776,0.0,0.055944055944055944,0.0,0.0,0.0,0.0,1.6742785148633013,1.6735807405180028
b'18143N3_ddec.cif',35.74932,0.92264,6252.82,109.07458467838565,0.0,0.0,0.5849056603773585,0.37735849056603776,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,1.5863520221099838,1.5791397627116495
b'18150N2_ddec.cif',12.45034,0.51692,3308.68,880.3394660517033,0.0,0.09230769230769231,0.5538461538461539,0.16923076923076924,0.0,0.09230769230769231,0.0,0.0,0.09230769230769231,0.0,3.6761174809674535,3.6563510089967837
b'18151N2_ddec.cif',16.14722,0.57552,3009.22,755.5671624976299,0.0,0.0625,0.5625,0.25,0.0,0.0625,0.0,0.0,0.0625,0.0,3.536053526794181,3.513716745199256
b'18161N2_ddec.cif',15.08539,0.5711,3325.11,717.2446283867965,0.0,0.0,0.5769230769230769,0.2692307692307692,0.0,0.11538461538461539,0.038461538461538464,0.0,0.0,0.0,3.7221978189033025,3.685111909184599
b'19000N3_ddec.cif',19.29272,0.86654,5471.94,207.17218197339096,0.0,0.0,0.5238095238095238,0.38095238095238093,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,2.222198243958844,2.2473893820932367
b'19003N3_ddec.cif',11.52735,0.8129,5651.73,280.8178111299087,0.0,0.0,0.5728155339805825,0.34951456310679613,0.0,0.038834951456310676,0.038834951456310676,0.0,0.0,0.0,2.048411305196321,2.0372197837612913
b'19010N2_ddec.cif',11.18108,0.51178,4607.11,739.4453218051134,0.0,0.0,0.5967741935483871,0.3387096774193548,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,4.174567666553934,4.1228312729905285
b'19020N3_ddec.cif',11.48909,0.7913,5535.92,322.83033787311695,0.0,0.05194805194805195,0.5324675324675324,0.3116883116883117,0.0,0.05194805194805195,0.0,0.0,0.05194805194805195,0.0,2.3956707494647373,2.389775718593333
b'19022N3_ddec.cif',9.98288,0.76828,5413.84,367.5306478771969,0.0,0.05194805194805195,0.5324675324675324,0.3116883116883117,0.0,0.05194805194805195,0.0,0.0,0.05194805194805195,0.0,2.5759741289053952,2.570287401772509
b'19030N2_ddec.cif',12.48149,0.44322,3130.67,990.6879528348753,0.0,0.0851063829787234,0.44680851063829785,0.3191489361702128,0.0,0.1276595744680851,0.0,0.0,0.02127659574468085,0.0,4.260149139716034,4.3385107999819725
b'19041N2_ddec.cif',23.54429,0.69212,3855.0,521.0240273480483,0.0,0.07142857142857142,0.5238095238095238,0.2857142857142857,0.0,0.09523809523809523,0.0,0.0,0.0,0.023809523809523808,2.800063705873911,2.809273749956615
b'19050N2_ddec.cif',32.21428,0.76774,4026.54,381.9153373795964,0.0,0.0,0.5789473684210527,0.2631578947368421,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,2.454825184564847,2.4538317257383215
b'19051N2_ddec.cif',28.45344,0.75112,4090.99,395.8897314732068,0.0,0.0,0.6,0.25,0.0,0.1,0.05,0.0,0.0,0.0,2.4873777198750524,2.49000148045747
b'19060N2_ddec.cif',15.12574,0.58554,4363.81,604.8539930204325,0.0,0.009615384615384616,0.5576923076923077,0.38461538461538464,0.0,0.04807692307692308,0.0,0.0,0.0,0.0,3.5984012224647155,3.574775409302003
b'19061N2_ddec.cif',16.1939,0.61072,4622.03,560.0735400788261,0.0,0.009708737864077669,0.5436893203883495,0.4077669902912621,0.0,0.038834951456310676,0.0,0.0,0.0,0.0,3.340570725991676,3.3260684026134815
b'19070N2_ddec.cif',27.27431,0.7217,3709.91,455.43902667920037,0.0,0.047619047619047616,0.5238095238095238,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,2.8086235788014307,2.8044116359129654
b'19080N2_ddec.cif',15.58128,0.6297,4458.14,575.7523928526979,0.0,0.10526315789473684,0.42105263157894735,0.3684210526315789,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,4.474376463374184,4.506630157967942
b'19090N2_ddec.cif',24.48794,0.7031,3705.06,485.8632951389339,0.0,0.05263157894736842,0.5789473684210527,0.2631578947368421,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,2.7143887466955574,2.7230442859882675
b'19101N2_ddec.cif',15.51822,0.56666,2588.28,784.2676692828664,0.0,0.14285714285714285,0.6428571428571429,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,3.7485008478321493,3.684271328069531
b'19102N2_ddec.cif',20.3924,0.63932,3079.81,600.0703682035331,0.0,0.0,0.631578947368421,0.2631578947368421,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,3.7443249895869823,3.7462660127439693
b'19110N2_ddec.cif',26.15729,0.72302,4463.45,418.0328669092531,0.0,0.047619047619047616,0.5238095238095238,0.3333333333333333,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,2.950192604084342,2.9392212365753423
b'19120N2_ddec.cif',15.5223,0.64248,4033.13,585.3672498597011,0.0,0.125,0.4375,0.3125,0.0,0.125,0.0,0.0,0.0,0.0,3.461700531954584,3.48841700445742
b'19122N2_ddec.cif',15.26741,0.59482,3778.7,642.3585477993956,0.0,0.10526315789473684,0.42105263157894735,0.3684210526315789,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,4.559089102558968,4.618088746616629
b'19130N2_ddec.cif',19.56512,0.6176,4178.34,575.5977904512124,0.0,0.0,0.5964912280701754,0.3333333333333333,0.0,0.07017543859649122,0.0,0.0,0.0,0.0,3.601253374477416,3.605724532747096
b'19140N2_ddec.cif',14.07691,0.53914,4450.87,785.2670385125563,0.0,0.13333333333333333,0.6666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,3.740481874233258,3.730466450719975
b'19142N2_ddec.cif',20.26849,0.63444,2580.53,667.5967683855185,0.0,0.15,0.65,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8098212214444436,3.846852134351744
b'19144N2_ddec.cif',11.46035,0.46552,2660.01,1003.4151368541942,0.0,0.23529411764705882,0.5882352941176471,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,4.293134481721768,4.332835922781191
b'19150N2_ddec.cif',4.43946,0.24912,2562.64,1389.306719216172,0.0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,16.85103319560969,17.91655148977698
b'19170N2_ddec.cif',21.06324,0.60696,4435.22,583.7017615057904,0.020833333333333332,0.0625,0.4375,0.4375,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.835864894454918,3.841853177299146
b'19180N2_ddec.cif',27.19606,0.74184,4256.37,398.69452964606995,0.0,0.047619047619047616,0.5238095238095238,0.3333333333333333,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,2.5621052899805217,2.557420842445876
b'19181N2_ddec.cif',23.06077,0.7015,4186.42,471.17180546680703,0.0,0.0625,0.5,0.3125,0.0,0.125,0.0,0.0,0.0,0.0,2.637412729808793,2.636214537602447
b'19182N2_ddec.cif',32.36866,0.77544,3939.0,360.78773660798424,0.0,0.08,0.48,0.32,0.0,0.12,0.0,0.0,0.0,0.0,2.7706395551901917,2.779862305208185
b'19190N2_ddec.cif',11.85478,0.5145,5055.28,734.2557928479102,0.0,0.0273972602739726,0.5342465753424658,0.3835616438356164,0.0,0.0273972602739726,0.0,0.0,0.0273972602739726,0.0,8.956485274402112,10.698232666003614
b'19191N2_ddec.cif',6.04344,0.38414,5273.68,862.7659967292651,0.0,0.017543859649122806,0.47368421052631576,0.47368421052631576,0.0,0.017543859649122806,0.0,0.0,0.017543859649122806,0.0,6.7022303871119275,6.714455268891303
b'19200N2_ddec.cif',8.62342,0.5879,5730.0,585.1596071243958,0.0,0.0,0.5625,0.375,0.0,0.0625,0.0,0.0,0.0,0.0,4.066618276383456,4.03992225075756
b'19210N2_ddec.cif',28.07793,0.72102,4780.97,404.8041279052713,0.0,0.0,0.5294117647058824,0.39215686274509803,0.0,0.0784313725490196,0.0,0.0,0.0,0.0,2.8273137092392404,2.808025719717711
b'19212N2_ddec.cif',25.8615,0.7085,4920.97,417.36841879170686,0.0,0.0,0.5185185185185185,0.4074074074074074,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,2.937426024900376,2.9296591997793535
b'19214N2_ddec.cif',24.66259,0.70256,4718.09,457.99307152233126,0.0,0.0,0.5185185185185185,0.35185185185185186,0.0,0.07407407407407407,0.0,0.0,0.05555555555555555,0.0,2.8275429308901066,2.8214952559225495
b'19220N2_ddec.cif',33.06267,0.76608,4355.58,343.1520258215881,0.0,0.0,0.6,0.36,0.0,0.04,0.0,0.0,0.0,0.0,2.650231268550609,2.642469662547023
b'19230N2_ddec.cif',18.36599,0.65636,4062.08,511.9197528312176,0.0,0.012987012987012988,0.5584415584415584,0.37662337662337664,0.0,0.05194805194805195,0.0,0.0,0.0,0.0,3.7802448494283545,3.8177459189539333
b'19240N3_ddec.cif',5.56843,0.38482,4836.39,888.6534822818313,0.0,0.0,0.5841584158415841,0.37623762376237624,0.0,0.039603960396039604,0.0,0.0,0.0,0.0,11.040726702244214,11.172472724942777
b'19241N3_ddec.cif',4.91247,0.32836,4949.02,961.7927657249734,0.0,0.0,0.5700934579439252,0.3925233644859813,0.0,0.037383177570093455,0.0,0.0,0.0,0.0,10.685978658481952,10.389590827701495
b'19242N3_ddec.cif',5.65804,0.3666,4806.06,939.9864136761805,0.0,0.0,0.5841584158415841,0.3564356435643564,0.0,0.039603960396039604,0.0,0.0,0.019801980198019802,0.0,10.59245073572053,11.33783140515263
b'19250N3_ddec.cif',4.04335,0.2754,4718.0,1059.6797071032997,0.0,0.03669724770642202,0.5137614678899083,0.4036697247706422,0.009174311926605505,0.03669724770642202,0.0,0.0,0.0,0.0,5.584529614206016,5.7583972916382535
b'19251N3_ddec.cif',3.77734,0.2119,3634.05,1332.7557390853233,0.0,0.037383177570093455,0.5233644859813084,0.37383177570093457,0.009345794392523364,0.037383177570093455,0.0,0.0,0.0,0.018691588785046728,1.058089461786601,1.0194351735182752
b'19252N3_ddec.cif',4.12833,0.29572,4717.8,1028.8189189445454,0.0,0.03669724770642202,0.5229357798165137,0.4036697247706422,0.0,0.03669724770642202,0.0,0.0,0.0,0.0,7.511217010205558,8.390029175479008
b'19253N3_ddec.cif',3.94484,0.25716,3885.0,1251.1079000673449,0.0,0.037383177570093455,0.5327102803738317,0.37383177570093457,0.0,0.037383177570093455,0.0,0.0,0.0,0.018691588785046728,1.0959334177326576,1.1153962862564593
b'19260N2_ddec.cif',10.1699,0.4537,3722.74,840.8648975272588,0.0,0.0,0.5862068965517241,0.3103448275862069,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,4.480570683299327,4.399455436608335
b'19270N2_ddec.cif',15.11833,0.5884,4563.84,667.9511564455695,0.0,0.0,0.5777777777777777,0.32592592592592595,0.0,0.05925925925925926,0.02962962962962963,0.0,0.0,0.007407407407407408,3.536465038385611,3.5070975129309887
b'19280N2_ddec.cif',24.15034,0.6163,4162.09,564.9400168846361,0.0,0.03636363636363636,0.5272727272727272,0.4,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,4.987931338175915,5.1862236926607554
b'19281N2_ddec.cif',26.1718,0.63834,3900.85,550.0543330803383,0.0,0.04081632653061224,0.5510204081632653,0.3673469387755102,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,5.0605433725584525,5.364512148311458
b'19282N2_ddec.cif',29.64785,0.6537,4202.04,542.2407309936531,0.0,0.07547169811320754,0.5471698113207547,0.33962264150943394,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,4.072244119889404,4.176427880307609
b'19283N2_ddec.cif',27.62491,0.6431,4327.75,568.1827124348247,0.0,0.03773584905660377,0.5471698113207547,0.33962264150943394,0.0,0.03773584905660377,0.03773584905660377,0.0,0.0,0.0,4.239832098189127,4.313595778719756
b'19290N2_ddec.cif',18.12744,0.57704,5277.9,602.8424510748417,0.0,0.0,0.5875,0.375,0.0,0.0375,0.0,0.0,0.0,0.0,5.091089978689173,5.126413324517298
b'19291N2_ddec.cif',8.24295,0.50488,5142.06,710.4263394290791,0.0,0.0,0.5925925925925926,0.37037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,5.823032823810772,5.808455414651552
b'19292N2_ddec.cif',16.80212,0.5344,5013.21,664.1247979160418,0.0,0.0043859649122807015,0.5833333333333334,0.37719298245614036,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,5.561098340550518,5.64520821888125
b'19310N2_ddec.cif',17.30225,0.63492,4073.55,537.809592870173,0.0,0.0,0.58,0.38,0.0,0.04,0.0,0.0,0.0,0.0,3.7758581367411495,3.8002042533155302
b'19311N2_ddec.cif',17.14001,0.63824,3838.19,555.8440378939392,0.0,0.0,0.5531914893617021,0.3404255319148936,0.0,0.10638297872340426,0.0,0.0,0.0,0.0,3.6434271359081816,3.6762821632768365
b'19330N2_ddec.cif',31.22738,0.65776,4250.51,513.9468315478383,0.0,0.0,0.6,0.35555555555555557,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,4.403833081878168,4.512139765122939
b'19340N2_ddec.cif',13.86033,0.58938,4401.11,601.978864951911,0.0,0.0,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,3.748145581129708,3.707789685959925
b'19341N2_ddec.cif',11.11296,0.51416,4054.26,718.5898168789281,0.0,0.0,0.5789473684210527,0.3684210526315789,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,4.433911210250201,4.363456430550474
b'19350N2_ddec.cif',11.47035,0.48318,3401.35,782.2146212576768,0.0,0.0,0.6176470588235294,0.35294117647058826,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,4.980277301702778,4.919918984069211
b'19351N2_ddec.cif',23.07061,0.59582,4280.5,592.6740276553604,0.0,0.0,0.6206896551724138,0.3448275862068966,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,5.352399472124921,5.9555596135453435
b'19352N2_ddec.cif',24.35034,0.60778,4282.49,573.4224314982051,0.0,0.0,0.6388888888888888,0.3333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,4.213093678886664,4.260722096448769
b'19353N2_ddec.cif',13.2107,0.55888,3949.63,660.7940315395599,0.0,0.0,0.6388888888888888,0.3333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,4.035900822530945,4.0743974147194635
b'19360N2_ddec.cif',29.05122,0.7381,4643.91,376.17447514202206,0.0,0.0,0.5714285714285714,0.38095238095238093,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,2.8508036466220696,2.8609619586013033
b'19361N2_ddec.cif',32.06594,0.75762,4283.18,375.6943715468139,0.0,0.0,0.5714285714285714,0.3333333333333333,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,2.6643047076603397,2.66087393505309
b'19362N2_ddec.cif',34.69931,0.7716,4221.47,354.08910677208445,0.0,0.0,0.5833333333333334,0.3333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,2.616412984121879,2.622103192998206
b'19363N2_ddec.cif',30.2392,0.73874,4005.76,406.5735716849678,0.0,0.03571428571428571,0.5357142857142857,0.35714285714285715,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,2.9838469805229972,2.977726980981198
b'19364N2_ddec.cif',26.90255,0.71224,3955.22,444.19179817542494,0.0,0.03225806451612903,0.5161290322580645,0.3870967741935484,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,3.451176332553191,3.47093221030295
b'19365N2_ddec.cif',27.10766,0.7046,4401.65,440.51647787734777,0.0,0.029411764705882353,0.5,0.4117647058823529,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,3.4433149408123325,3.4178272071678504
b'19366N2_ddec.cif',32.89072,0.75372,4237.65,363.3945544300813,0.0,0.0,0.6071428571428571,0.35714285714285715,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,2.8277396279480373,2.813617916328497
b'19370N2_ddec.cif',10.41104,0.47982,5091.99,736.0323268475705,0.0,0.0,0.4868421052631579,0.4605263157894737,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,11.227906704978938,15.091062572399693
b'19380N2_ddec.cif',18.38658,0.59558,4736.79,597.4604288803016,0.0,0.0,0.58,0.36,0.0,0.06,0.0,0.0,0.0,0.0,3.5283752324899402,3.550400161194209
b'19390N2_ddec.cif',13.65159,0.55882,3565.59,702.8037399841971,0.0,0.05714285714285714,0.5142857142857142,0.34285714285714286,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,3.721022949144426,3.694974930425902
b'19401N3_ddec.cif',11.39389,0.77808,6010.85,310.7046974188586,0.0,0.0,0.5471698113207547,0.37735849056603776,0.0,0.07547169811320754,0.0,0.0,0.0,0.0,2.1920438633713037,2.18506035799339
b'19410N2_ddec.cif',31.70594,0.66306,4008.84,500.03739920175497,0.0,0.0,0.6,0.36,0.0,0.04,0.0,0.0,0.0,0.0,3.7840518091565434,3.834078217754746
b'19411N2_ddec.cif',33.39228,0.6716,4065.17,489.2272539862584,0.0,0.0,0.6071428571428571,0.35714285714285715,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,3.813777263555541,3.866961638569476
b'19412N2_ddec.cif',36.23385,0.679,3749.98,488.838731636951,0.0,0.0,0.625,0.34375,0.0,0.03125,0.0,0.0,0.0,0.0,3.8803155027900575,3.93181950962044
b'19413N2_ddec.cif',29.52403,0.74586,3974.34,410.1397010379445,0.0,0.0,0.55,0.3,0.0,0.1,0.05,0.0,0.0,0.0,2.541081054733949,2.5396072476668654
b'19420N3_ddec.cif',20.37546,0.83708,5883.73,229.75967202418042,0.0,0.0,0.5555555555555556,0.3950617283950617,0.0,0.04938271604938271,0.0,0.0,0.0,0.0,2.2569360044011098,2.254209972000284
